"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
-8.123500000E-3,2.765302956E-1,1.243787766E0,7.364564419E0
7.115000000E-3,2.166752517E-1,1.565807939E0,8.801085472E0
1.731000000E-2,1.316810995E-1,1.628057122E0,9.015366554E0
2.740600000E-2,-1.759738177E-1,1.954865694E0,9.592369080E0
3.692000000E-2,-8.738835901E-2,1.702277422E0,9.088389397E0
4.696200000E-2,1.556231081E-1,1.149216771E0,8.907627106E0
5.674900000E-2,2.597708702E-1,1.191115379E0,9.179368973E0
6.677700000E-2,-4.788403399E-3,1.584961534E0,9.234436035E0
7.675800000E-2,-8.140286058E-2,1.697489023E0,8.919598579E0
8.707900000E-2,1.675941236E-2,1.680729628E0,8.579621315E0
9.680800000E-2,1.197100850E-3,1.790862918E0,8.267178535E0
1.070800000E-1,-7.422025502E-2,2.070984364E0,8.385691643E0
1.167420000E-1,-2.693476975E-1,2.382230759E0,8.813055992E0
1.271520000E-1,-3.734954596E-1,2.482787132E0,8.924386978E0
1.368680000E-1,-4.441244006E-1,2.366668463E0,9.136273384E0
1.468720000E-1,-5.937620401E-1,2.197877169E0,9.623494148E0
1.569020000E-1,-8.451532125E-1,2.044648170E0,1.032499504E1
1.667580000E-1,-1.125274777E0,1.947683096E0,1.101452446E1
1.775700000E-1,-1.350329757E0,1.856703401E0,1.155082607E1
1.905880000E-1,-1.629254222E0,1.607706428E0,1.137964058E1
2.068470000E-1,-1.748964310E0,1.594538331E0,1.107198620E1
2.174250000E-1,-1.920149803E0,1.772906303E0,1.087685871E1
2.269260000E-1,-2.029085875E0,1.956062794E0,1.083495998E1
2.370360000E-1,-2.090138197E0,2.064998865E0,1.085650730E1
2.476490000E-1,-2.223016262E0,2.172738075E0,1.086728191E1
2.571620000E-1,-2.868253708E0,2.336740971E0,1.055124664E1
2.669340000E-1,-3.005920172E0,2.329558372E0,1.052371311E1
2.768440000E-1,-3.007117271E0,2.461239338E0,1.085770512E1
2.868700000E-1,-3.021482468E0,2.645592928E0,1.122162342E1
2.975450000E-1,-2.944868088E0,2.730587006E0,1.154005241E1
3.074640000E-1,-2.851494312E0,2.709039211E0,1.169687271E1
3.167700000E-1,-2.973598480E0,2.691082716E0,1.157835960E1
3.270140000E-1,-3.320757866E0,2.734178305E0,1.107916832E1
3.369720000E-1,-3.584120035E0,2.461239338E0,1.035731697E1
3.473400000E-1,-3.849876404E0,2.352303267E0,1.013226128E1
3.568840000E-1,-4.254496574E0,2.440888643E0,9.957485199E0
3.667630000E-1,-4.569334030E0,2.596511841E0,9.680954933E0
3.767900000E-1,-4.513070107E0,2.590526342E0,9.634267807E0
3.868920000E-1,-4.250905037E0,2.505532026E0,9.660603523E0
3.970780000E-1,-3.819948912E0,2.500743628E0,9.588777542E0
4.071470000E-1,-3.355473757E0,2.555810213E0,9.290699959E0
4.170480000E-1,-2.865859509E0,2.571372509E0,8.815450668E0
4.268900000E-1,-2.373851061E0,2.741360903E0,8.125920296E0
4.370650000E-1,-1.832761407E0,2.828749418E0,7.606379032E0
4.468820000E-1,-4.109647274E0,3.283647537E0,1.825578809E0
4.569150000E-1,-2.723404408E0,2.602497339E0,5.637147903E0
4.669490000E-1,-2.497152328E0,2.470816135E0,7.252037048E0
4.768000000E-1,-3.977966070E0,3.881000996E0,6.378153324E0
4.869030000E-1,-3.335123062E0,3.184288263E0,7.931990147E0
4.998970000E-1,1.385045648E0,2.205059767E0,6.218938828E0
5.167720000E-1,-4.016273499E0,5.361814499E0,6.690596581E0
5.268060000E-1,-4.283226967E0,4.214992046E0,8.379706383E0
5.369610000E-1,-3.961206675E0,3.420117140E0,5.343858242E0
5.468440000E-1,-3.754108191E0,3.135207176E0,5.056553841E0
5.569130000E-1,-4.885368347E0,3.836708307E0,4.231751442E0
5.672670000E-1,-5.430049419E0,3.695450306E0,3.700238705E0
5.769490000E-1,-5.546168327E0,3.622427225E0,3.167528868E0
5.885650000E-1,-5.538985729E0,3.106476784E0,2.482787132E0
5.967810000E-1,-5.483919144E0,2.724601507E0,1.788468719E0
6.068020000E-1,-5.328295708E0,2.867056608E0,1.701080322E0
6.170100000E-1,-4.849455357E0,3.374627352E0,1.525106430E0
6.268420000E-1,-4.000710964E0,4.033032894E0,1.180341482E0
6.378660000E-1,-3.658340216E0,4.266467571E0,1.174355984E0
6.467700000E-1,-3.556586742E0,4.091690540E0,1.028309584E0
6.567830000E-1,-3.757699490E0,3.578134537E0,1.201889277E0
6.670600000E-1,-4.091690540E0,3.441664934E0,1.440112352E0
6.768190000E-1,-3.949235678E0,3.357867956E0,1.841141105E0
6.868200000E-1,-5.268440723E0,2.536656618E0,1.921346903E0
6.967520000E-1,-7.108384609E0,1.883039594E0,1.707065821E0
7.067450000E-1,-8.998606682E0,1.655590534E0,1.309628367E0
7.167830000E-1,-1.061349583E1,1.370680451E0,2.638410330E0
7.269200000E-1,-1.127190113E1,1.185129806E-1,4.213795185E0
7.380930000E-1,-1.143829823E1,-1.187524080E0,5.590460777E0
7.467660000E-1,-1.167652130E1,-1.436521053E0,7.153874874E0
7.567690000E-1,-1.204882050E1,-8.738836050E-1,7.953537941E0
7.712800000E-1,-1.366969490E1,8.104372621E-1,6.997054577E0
7.867720000E-1,-1.431253815E1,1.659181833E0,6.493074894E0
7.969240000E-1,-1.418803883E1,2.081758261E0,6.701370716E0
8.069130000E-1,-1.410424232E1,2.519897223E0,6.373364925E0
8.168950000E-1,-1.418803883E1,3.268085241E0,6.218938828E0
8.268260000E-1,-1.410783386E1,4.356249809E0,5.829881191E0
8.368320000E-1,-1.425387955E1,5.404910564E0,6.239289761E0
8.470080000E-1,-1.425866795E1,5.473145008E0,6.974309444E0
8.570180000E-1,-1.423951435E1,5.213374138E0,7.580042362E0
8.667850000E-1,-1.530373764E1,5.335478306E0,8.028955460E0
8.767740000E-1,-1.575504398E1,5.210979939E0,8.058882713E0
8.870740000E-1,-1.552759552E1,5.246892929E0,7.496245384E0
8.967770000E-1,-1.554196072E1,5.740098476E0,6.743268967E0
9.067840000E-1,-1.528338623E1,6.005855083E0,5.959167957E0
9.168060000E-1,-1.471117210E1,6.017826080E0,4.882974148E0
9.268010000E-1,-1.441069984E1,6.955155849E0,3.954024076E0
9.381930000E-1,-1.376665974E1,7.090428352E0,3.314772367E0
9.471540000E-1,-1.288439655E1,6.630741596E0,3.148375273E0
9.567480000E-1,-1.208233929E1,6.295553207E0,3.317166567E0
9.667460000E-1,-1.100853920E1,5.890933514E0,2.646790028E0
9.771380000E-1,-9.837775230E0,5.268440723E0,1.920149803E0
9.870360000E-1,-9.027337074E0,4.776432514E0,1.511938334E0
9.971200000E-1,-7.926004887E0,4.803965569E0,8.200140595E-1
1.006905000E0,-6.986280441E0,5.242104530E0,1.256955862E-1
1.016979000E0,-3.536235809E0,4.770446777E0,1.783680320E-1
1.026804000E0,-2.318784237E0,4.508281708E0,6.464344859E-1
1.037077000E0,-1.774103403E0,4.388571739E0,7.170634270E-1
1.047698000E0,-2.102109194E0,7.259219646E0,-2.908954918E-1
1.058575000E0,-3.440467834E0,8.216899872E0,-1.945288897E0
1.066774000E0,-3.784035683E0,7.252037048E0,-3.511096716E0
1.076809000E0,-5.433640957E0,6.750451565E0,-3.775655985E0
1.087008000E0,-6.503849030E0,5.305551052E0,-3.263296843E0
1.096863000E0,-7.076063156E0,4.234145641E0,-2.742558002E0
1.106759000E0,-7.322665691E0,4.024652958E0,-2.062604666E0
1.116824000E0,-6.997054577E0,4.461595058E0,-1.775300503E0
1.126875000E0,-6.349422932E0,5.064933777E0,-1.400607944E0
1.137419000E0,-5.346252441E0,5.898116112E0,-1.942894697E0
1.148213000E0,-4.428076267E0,6.749254704E0,-2.537853718E0
1.156776000E0,-4.503493309E0,6.903680801E0,-3.396175146E0
1.166814000E0,-5.881356239E0,7.643488884E0,-4.738125324E0
1.176814000E0,-8.005013466E0,7.614758492E0,-5.270834923E0
1.186777000E0,-9.182960510E0,6.651092529E0,-5.001487255E0
1.196797000E0,-9.422380447E0,5.973533154E0,-4.393360138E0
1.207298000E0,-9.301473618E0,5.155913353E0,-3.337517262E0
1.216912000E0,-9.083600998E0,5.069722176E0,-1.843535304E0
1.226917000E0,-9.023746490E0,5.456385612E0,-1.547851443E0
1.239395000E0,-8.959102631E0,6.408081055E0,-3.110068083E0
1.256800000E0,-8.573636055E0,6.706159115E0,-4.679467201E0
1.266883000E0,-6.088454723E0,7.475894928E0,-4.347870350E0
1.276798000E0,-4.898536682E0,6.921637058E0,-2.886210203E0
1.286892000E0,-4.534617901E0,5.835866451E0,-1.335964561E0
1.296771000E0,-4.250905037E0,5.286397457E0,1.316810958E-2
1.309245000E0,-4.515464306E0,4.938041210E0,7.972691655E-1
1.326772000E0,-5.552153587E0,5.465962410E0,-4.668693244E-2
1.337699000E0,-5.596446514E0,5.724536419E0,-7.924807668E-1
1.347105000E0,-4.663905144E0,5.448006153E0,-9.612720013E-1
1.356911000E0,-4.714183331E0,6.654683590E0,-1.456871748E0
1.366783000E0,-5.351040840E0,8.604761124E0,-2.379836559E0
1.376818000E0,-5.911283970E0,8.772355080E0,-2.740163803E0
1.386891000E0,-6.374562263E0,9.917980194E0,-2.640804529E0
1.397064000E0,-6.165069580E0,9.552865028E0,-2.420537949E0
1.407110000E0,-5.856217384E0,9.126696587E0,-2.276885748E0
1.416778000E0,-5.940014362E0,9.172186852E0,-1.771709204E0
1.426838000E0,-4.513070107E0,8.309077263E0,-2.002749681E0
1.436811000E0,-3.599682331E0,7.850587368E0,-8.690952063E-1
1.450950000E0,-4.935647011E0,1.020408726E1,-2.491166830E0
1.467041000E0,-6.360196590E0,1.412339592E1,-3.159149170E0
1.476851000E0,-9.970652580E0,1.714368057E1,-3.942053080E0
1.486937000E0,-1.258033276E1,1.632007599E1,-1.945288897E0
1.498540000E0,-8.271966934E0,1.541626453E1,4.916493416E0
1.506811000E0,-8.271966934E0,1.541626453E1,5.335478306E0
1.516856000E0,-4.648342609E0,1.521754646E1,4.871003151E0
1.526825000E0,-3.738545895E0,1.527261257E1,3.400963545E0
1.536793000E0,-3.446453333E0,1.367568016E1,9.888052940E-1
1.546788000E0,-4.278438568E0,1.231337929E1,-1.675941199E-1
1.559175000E0,-5.341464043E0,1.193509579E1,-3.435679376E-1
1.576800000E0,-7.223306656E0,1.118211937E1,-1.082179189E0
1.589872000E0,-6.323086739E0,1.055842972E1,-1.412578970E-1
1.606885000E0,-5.316324711E0,5.187037945E0,1.077390790E0
1.616810000E0,-3.446453333E0,4.824316502E0,1.177947283E0
1.626775000E0,-3.283647537E0,6.865373611E0,1.088164687E0
1.636914000E0,-4.145560265E0,9.443928719E0,7.278373241E-1
1.646755000E0,-5.165490150E0,9.746794701E0,1.328781992E-1
1.656801000E0,-5.655104637E0,9.029731750E0,-4.692635238E-1
1.666722000E0,-5.568912983E0,7.791929245E0,5.075707436E-1
1.677500000E0,-6.368576527E0,6.807912350E0,-4.129997790E-1
1.686753000E0,-5.479130745E0,6.783970356E0,-3.351882473E-2
1.697074000E0,-3.323152065E0,7.261613846E0,2.485181332E0
1.706901000E0,-3.356670856E0,8.793902397E0,5.687426090E0
1.717151000E0,-3.130418777E0,9.513360023E0,5.431246758E0
1.726742000E0,-3.383007050E0,9.478644371E0,3.450044632E0
1.738708000E0,-2.798821688E0,7.533355713E0,-4.548983276E-2
1.746888000E0,-2.798821688E0,7.533355713E0,-4.548983276E-2
1.756797000E0,-2.346317768E0,6.537367821E0,4.656722248E-1
1.766852000E0,-2.483984232E0,5.380968094E0,4.704606235E-1
1.777054000E0,-2.821566820E0,5.347449303E0,9.672574997E-1
1.788329000E0,-3.614047527E0,5.610811710E0,1.900996208E0
1.796788000E0,-4.039018154E0,6.380547523E0,2.640804529E0
1.806933000E0,-4.736927986E0,7.495048523E0,2.622848034E0
1.816798000E0,-4.616020679E0,7.832630634E0,2.659958124E0
1.826769000E0,-4.344278812E0,8.024167061E0,2.391807556E0
1.836776000E0,-3.918111086E0,7.753622055E0,2.153584480E0
1.846886000E0,-3.882198095E0,7.423222542E0,2.373851061E0
1.856766000E0,-3.944447279E0,6.663063526E0,2.260126352E0
1.866743000E0,-3.702632904E0,5.764040470E0,1.763329506E0
1.876775000E0,-3.700238705E0,5.340266705E0,1.634042621E0
1.886770000E0,-3.683479309E0,4.715380192E0,1.197100878E0
1.896826000E0,-3.678690910E0,4.490325451E0,8.559271097E-1
1.906771000E0,-4.426878929E0,5.153519154E0,1.425747156E0
1.916799000E0,-5.014655590E0,5.584475517E0,1.871068597E0
1.926777000E0,-5.238513470E0,5.697002888E0,2.607285738E0
1.936789000E0,-5.991489887E0,5.870582581E0,3.636792421E0
1.946946000E0,-6.566098213E0,5.899312973E0,4.337096214E0
1.956794000E0,-6.847416878E0,6.302735806E0,5.062539577E0
1.969117000E0,-8.728062630E0,8.185775757E0,7.190984726E0
1.982541500E0,-9.033323288E0,9.099164009E0,6.441599846E0
1.996829000E0,-9.688137054E0,9.879673004E0,5.776011467E0
2.007247000E0,-9.069235802E0,9.940725327E0,5.000290394E0
2.018428000E0,-7.467514992E0,8.609549522E0,5.088875771E0
2.027174000E0,-6.101623058E0,7.857769966E0,5.437232018E0
