"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.256200000E-2,-7.903883457E-1,-6.280736327E-1,-2.176089585E-2
2.261200000E-2,-1.033350945E0,-8.589284420E-1,9.835111909E-3
3.266299999E-2,-1.330777526E0,-1.204963088E0,1.864707470E-2
4.271300000E-2,-1.682344437E0,-1.627933025E0,1.112078317E-4
5.276300000E-2,-2.052776814E0,-2.139451027E0,-2.135165781E-2
6.281300000E-2,-2.391886711E0,-2.672120333E0,-4.556325451E-2
7.286299999E-2,-2.663086891E0,-3.155275822E0,-4.408653080E-2
8.291299999E-2,-2.822458267E0,-3.543612957E0,-3.567067534E-2
9.296400000E-2,-2.865874767E0,-3.821098804E0,-1.388175972E-2
1.030140000E-1,-2.832498312E0,-4.002171993E0,2.230154537E-2
1.130640000E-1,-2.766127348E0,-4.143022060E0,6.775354594E-2
1.231140000E-1,-2.697928190E0,-4.291479588E0,1.207118332E-1
1.331640000E-1,-2.642228127E0,-4.477380276E0,1.823790222E-1
1.432140000E-1,-2.571690559E0,-4.642354488E0,2.213804722E-1
1.532688333E-1,-2.486881018E0,-4.771450996E0,2.465132773E-1
1.633188333E-1,-2.371659994E0,-4.804569721E0,2.504651248E-1
1.733688333E-1,-2.211995363E0,-4.737486839E0,2.477366328E-1
1.834188333E-1,-2.027395725E0,-4.473851204E0,2.917357981E-1
1.934688333E-1,-1.868486881E0,-4.047255516E0,3.951294422E-1
2.035198333E-1,-1.708154202E0,-3.551942587E0,4.803969264E-1
2.135698333E-1,-1.632770419E0,-3.076707363E0,5.638216138E-1
2.236198333E-1,-1.624962568E0,-2.707299232E0,5.988629460E-1
2.336698333E-1,-1.615492940E0,-2.307854652E0,5.917040110E-1
2.437198333E-1,-1.580259919E0,-1.967366457E0,5.050695539E-1
2.537698333E-1,-1.578286529E0,-1.674812317E0,3.964379430E-1
2.638208333E-1,-1.301562071E0,-1.012750506E0,4.604025483E-1
2.738708333E-1,-7.042564750E-1,-6.635991931E-1,6.521833539E-1
