"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.537932917E-1,-5.703856349E-1,1.543540359E0,1.120314121E0
1.638022917E-1,-3.772598803E-1,1.267878175E0,1.060362339E0
1.737822917E-1,-2.106512040E-1,9.963799119E-1,9.666166306E-1
1.837612917E-1,-9.106222540E-2,8.021851778E-1,8.808361888E-1
1.937402917E-1,5.325894337E-3,7.306484580E-1,7.904842496E-1
2.037192917E-1,1.502782851E-1,7.568904757E-1,6.844211817E-1
2.137292917E-1,3.735577762E-1,8.276680112E-1,5.637204051E-1
2.237082917E-1,6.614667773E-1,8.962502480E-1,4.293035269E-1
2.336882917E-1,9.862830043E-1,9.109061360E-1,2.787543237E-1
2.436672917E-1,1.309204340E0,8.427899480E-1,1.024767458E-1
2.536462917E-1,1.593492270E0,6.884926558E-1,-1.108262315E-1
2.636252917E-1,1.817260623E0,4.881156087E-1,-3.456488848E-1
2.736352917E-1,1.967947602E0,2.944453657E-1,-5.816110373E-1
2.836142917E-1,2.040984154E0,1.492388844E-1,-7.766303420E-1
2.935942917E-1,2.049470663E0,1.012450308E-1,-9.504685998E-1
3.035732917E-1,1.968845010E0,1.505776942E-1,-1.148697257E0
3.135522917E-1,1.782597542E0,3.000584841E-1,-1.289930701E0
3.235312917E-1,1.480042219E0,4.604665339E-1,-1.257138133E0
3.335412917E-1,1.146536946E0,4.428992271E-1,-9.448056221E-1
3.435202917E-1,8.474490047E-1,1.343680322E-1,-3.328127861E-1
3.535002917E-1,6.006028652E-1,-5.859065428E-2,2.476181537E-1
3.634792917E-1,4.156572521E-1,-4.363860190E-2,5.133200884E-1
3.734582917E-1,3.325366378E-1,-6.808308512E-2,5.308478475E-1
3.834372917E-1,3.021030724E-1,-2.988136932E-2,4.636019766E-1
3.934472917E-1,3.074744046E-1,2.319837213E-1,4.010620713E-1
4.034262917E-1,4.462980926E-1,6.517825723E-1,2.427182645E-1
4.134062917E-1,5.919979811E-1,9.670585394E-1,-1.382509060E-2
4.233852917E-1,5.946997404E-1,9.460350275E-1,-2.696986794E-1
4.333642917E-1,5.803112388E-1,8.256602287E-1,-3.781754673E-1
4.433742917E-1,4.177643955E-1,6.349810362E-1,-1.420319080E-1
4.533532917E-1,-1.362827234E-2,2.473278940E-1,4.511902928E-1
4.633322917E-1,-6.234865785E-1,-3.473847210E-1,1.178441525E0
4.733122917E-1,-1.295659065E0,-8.927582502E-1,1.495041847E0
4.832912917E-1,-9.012827873E-1,-1.326949716E0,1.237200379E0
4.932702917E-1,4.101047516E-1,-1.111135244E0,7.274742126E-1
5.032802917E-1,1.504480004E0,-2.839118242E-1,2.741006017E-1
5.132592917E-1,1.785766363E0,1.547687948E-1,-4.380848110E-1
5.232382917E-1,1.404019594E0,3.731779754E-2,-9.955206513E-1
5.332182917E-1,1.031100392E0,-2.653350532E-1,-1.114710093E0
5.431972917E-1,9.287878871E-1,-1.230438709E0,-1.060822368E0
5.531762917E-1,8.586164713E-1,-2.051313400E0,-1.032108545E0
5.631862917E-1,8.558206558E-1,-1.633199334E0,-9.632936120E-1
5.731652917E-1,9.204184413E-1,-8.644332290E-1,-9.422605038E-1
5.831442917E-1,9.748632908E-1,-4.843311906E-1,-8.470876813E-1
5.931242917E-1,9.988846183E-1,-4.030134380E-1,-7.021006942E-1
6.031032917E-1,9.861986637E-1,-5.640792847E-1,-5.906370282E-1
6.130822917E-1,9.503542781E-1,-8.297651410E-1,-5.252425671E-1
6.230922917E-1,8.716722727E-1,-1.075523138E0,-5.161311030E-1
6.330712917E-1,8.072061539E-1,-1.305655241E0,-5.016932487E-1
6.430502917E-1,7.728854418E-1,-1.506845355E0,-5.054294467E-1
6.530302917E-1,8.353149295E-1,-1.663325548E0,-5.180363655E-1
6.630092917E-1,9.397150874E-1,-1.785257339E0,-5.077355504E-1
6.730192917E-1,9.759843946E-1,-1.749133229E0,-5.163348317E-1
6.829982917E-1,9.685706496E-1,-1.441741109E0,-5.285896659E-1
6.929772917E-1,9.687172771E-1,-1.079525590E0,-5.728788376E-1
7.029562917E-1,9.092230797E-1,-9.065730572E-1,-6.356931925E-1
7.129362917E-1,7.818777561E-1,-8.683478236E-1,-6.462566257E-1
7.229152917E-1,6.144011617E-1,-8.417103887E-1,-6.554312110E-1
7.329252917E-1,5.019003749E-1,-7.561520934E-1,-6.729618311E-1
7.429042917E-1,4.582599401E-1,-7.246090770E-1,-6.906141043E-1
7.528832917E-1,4.567514360E-1,-7.505550385E-1,-6.892244220E-1
7.628622917E-1,4.666994214E-1,-7.819997668E-1,-6.652942896E-1
7.728422917E-1,5.121397376E-1,-7.511873841E-1,-6.330406666E-1
7.828212917E-1,5.348434448E-1,-6.217878461E-1,-6.032918692E-1
7.928312917E-1,5.579745173E-1,-5.429010987E-1,-5.732452869E-1
8.028102917E-1,5.871100426E-1,-5.619627237E-1,-5.489942431E-1
8.127892917E-1,5.937952399E-1,-6.035447717E-1,-5.436723828E-1
8.227682917E-1,5.874813795E-1,-6.041857600E-1,-5.711740255E-1
8.327482917E-1,5.600057244E-1,-5.734277964E-1,-6.252359748E-1
8.427272917E-1,5.421891809E-1,-5.665040612E-1,-6.997919679E-1
8.527372917E-1,5.348131061E-1,-6.088180542E-1,-7.963956594E-1
8.627162917E-1,5.217500329E-1,-6.273957491E-1,-8.979545236E-1
8.726952917E-1,5.179437399E-1,-6.202610135E-1,-9.932748675E-1
8.826742917E-1,5.240783095E-1,-6.250928044E-1,-1.055375814E0
8.926542917E-1,5.288485289E-1,-6.702740192E-1,-1.078591943E0
9.026632917E-1,5.180470347E-1,-7.072261572E-1,-1.072511673E0
9.126432917E-1,4.870256782E-1,-6.548374295E-1,-1.017710686E0
9.226222917E-1,4.431993663E-1,-5.645129085E-1,-9.088374376E-1
9.326012917E-1,3.091004789E-1,-4.406469166E-1,-7.987487316E-1
9.425802917E-1,9.211009741E-2,-3.234923482E-1,-6.902230978E-1
9.525602917E-1,-1.089137569E-1,-3.632287979E-1,-5.711376667E-1
9.625692917E-1,-2.618710995E-1,-5.218040347E-1,-4.268170297E-1
9.725492917E-1,-3.600821495E-1,-6.803061962E-1,-2.485137731E-1
9.825282917E-1,-3.932802975E-1,-7.659872770E-1,-6.526032835E-2
9.925072917E-1,-3.957438469E-1,-8.226094246E-1,9.663200378E-2
1.002486292E0,-4.716127813E-1,-8.298156857E-1,2.432613969E-1
1.012466292E0,-6.323518157E-1,-7.483135462E-1,3.618581295E-1
1.022475292E0,-8.580267429E-1,-5.671730638E-1,4.735092819E-1
1.032455292E0,-1.125321746E0,-3.266972899E-1,6.094170213E-1
1.042434292E0,-1.429972410E0,-4.087939113E-2,7.462382913E-1
1.052413292E0,-1.801944017E0,4.412727952E-1,8.655907512E-1
1.062392292E0,-2.207741261E0,1.080066323E0,1.025533676E0
1.072372292E0,-2.598124743E0,1.597178817E0,1.300781965E0
1.082381292E0,-2.987743855E0,1.790665984E0,1.638994694E0
1.092361292E0,-3.349436045E0,1.706741214E0,1.852376938E0
1.102340292E0,-3.511708260E0,1.261192679E0,1.935436726E0
1.112307167E0,-3.468663216E0,6.187482476E-1,1.919390202E0
1.122286167E0,-3.269743919E0,4.248521477E-2,1.908456802E0
1.132296167E0,-2.964951754E0,-5.625473261E-1,1.896707654E0
1.142275167E0,-2.563818216E0,-1.101217270E0,1.875287294E0
1.152255167E0,-2.048583031E0,-1.349942446E0,1.922242165E0
1.162234167E0,-1.589634538E0,-1.173848271E0,2.010989428E0
1.172213167E0,-1.292322993E0,-6.477193236E-1,2.017617464E0
1.182192167E0,-1.199294567E0,-2.443598807E-1,1.889018297E0
1.192202167E0,-1.274719238E0,2.234014571E-1,1.766059160E0
1.202181167E0,-1.438738227E0,8.255775571E-1,1.724753857E0
1.212161167E0,-1.559245706E0,1.216331005E0,1.738528490E0
1.222140167E0,-1.596565604E0,1.354161501E0,1.742473125E0
1.232119167E0,-1.549571872E0,1.561944366E0,1.667768836E0
1.242098167E0,-1.395034194E0,1.920063138E0,1.555352926E0
1.252108167E0,-1.141509533E0,2.214142084E0,1.414333820E0
1.262087167E0,-8.991383314E-1,2.401386261E0,1.280463815E0
1.272067167E0,-6.837805510E-1,2.395942211E0,1.173363566E0
1.282046167E0,-4.992370903E-1,2.233926058E0,1.083304763E0
1.292025167E0,-3.274127245E-1,1.888553262E0,9.788093567E-1
1.302004167E0,-1.369993836E-1,1.460974336E0,8.610078692E-1
1.312014167E0,2.215296216E-2,1.097782850E0,7.509549260E-1
1.321993167E0,1.447254717E-1,8.833056092E-1,6.418741941E-1
1.331973167E0,2.388161719E-1,8.396034837E-1,5.197530985E-1
1.341952167E0,3.421111405E-1,9.499800205E-1,3.824082613E-1
1.351931167E0,5.140252709E-1,1.125703931E0,2.557253540E-1
1.361941167E0,7.916129827E-1,1.237607360E0,1.396637261E-1
1.371920167E0,1.148849368E0,1.204972506E0,3.632548079E-2
1.381899167E0,1.552872419E0,1.025941849E0,-9.170412272E-2
1.391879167E0,1.968180776E0,7.207325101E-1,-2.727837563E-1
1.401858167E0,2.306832314E0,3.686362803E-1,-4.777166545E-1
1.411837167E0,2.525616884E0,9.390509874E-2,-6.725417972E-1
1.421847167E0,2.640675068E0,-4.674442858E-2,-8.828796148E-1
1.431826167E0,2.604453087E0,-3.659154102E-2,-1.127006173E0
1.441805167E0,2.382626534E0,1.181929708E-1,-1.345122218E0
1.451785167E0,1.985244155E0,3.841545880E-1,-1.463988423E0
1.461764167E0,1.456427217E0,7.162384987E-1,-1.401159167E0
1.471743167E0,8.996161222E-1,6.559811831E-1,-9.410970807E-1
